,name,trajectory,steps
0,isMutiGoal0episodes6000step_agent,"[[7, 7], [7, 6], [7, 7], [8, 7], [9, 7], [9, 6], [9, 7], [9, 6], [9, 7], [9, 8], [9, 7], [9, 8], [9, 9], [9, 10], [9, 11], [9, 12], [9, 13], [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",25
1,isMutiGoal0episodes6000step_agent,"[[7, 7], [6, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [8, 9], [8, 10], [8, 11], [8, 12], [8, 13], [7, 13], [6, 13], [6, 14], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",21
2,isMutiGoal0episodes6000step_agent,"[[7, 7], [7, 8], [7, 9], [7, 10], [8, 10], [8, 11], [8, 12], [8, 13], [7, 13], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",15
3,isMutiGoal0episodes6000step_agent,"[[7, 7], [6, 7], [7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [6, 12], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",15
4,isMutiGoal0episodes6000step_agent,"[[7, 7], [8, 7], [8, 8], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [6, 12], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",15
5,isMutiGoal0episodes6000step_agent,"[[7, 7], [7, 6], [6, 6], [7, 6], [7, 7], [7, 8], [8, 8], [8, 7], [9, 7], [8, 7], [7, 7], [7, 6], [8, 6], [8, 7], [7, 7], [8, 7], [8, 6], [8, 5], [8, 6], [8, 5], [9, 5], [9, 4], [10, 4], [10, 3], [11, 3], [12, 3], [12, 4], [13, 4], [12, 4], [12, 5], [12, 4], [12, 5], [12, 6], [13, 6], [13, 5], [14, 5], [14, 4], [14, 5], [14, 5], [13, 5], [13, 4], [12, 4], [12, 3], [12, 2], [12, 1], [12, 2], [13, 2], [13, 1], [13, 0], [12, 0], [11, 0], [11, 1], [10, 1], [10, 2], [10, 1], [10, 0], [11, 0], [12, 0], [11, 0], [12, 0], [11, 0], [11, 0], [11, 1], [11, 0], [10, 0], [11, 0], [11, 0], [12, 0], [12, 0], [12, 1], [11, 1], [11, 2], [11, 3], [11, 2], [11, 3], [11, 4], [11, 3], [11, 2], [12, 2], [11, 2], [10, 2], [10, 1], [10, 2], [9, 2], [9, 3], [9, 2], [10, 2], [11, 2], [12, 2], [13, 2], [14, 2], [14, 3], [14, 3], [14, 2], [14, 2], [14, 1], [14, 2], [14, 1], [14, 1], [13, 1], [14, 1], [14, 1], [13, 1], [13, 0], [14, 0], [14, 0], [14, 0], [14, 1], [14, 2], [14, 2], [14, 3], [14, 4], [13, 4], [12, 4], [13, 4], [12, 4], [12, 3], [12, 4], [12, 5], [12, 6], [13, 6], [13, 5], [13, 6], [12, 6], [13, 6], [13, 7], [12, 7], [13, 7], [13, 8], [14, 8], [14, 9], [14, 9], [14, 9], [14, 8], [14, 7], [14, 6], [14, 6], [13, 6], [13, 7], [13, 6], [13, 7], [14, 7], [14, 6], [14, 7], [13, 7], [13, 6], [13, 7], [14, 7], [13, 7], [13, 6], [13, 7], [12, 7], [12, 8], [13, 8], [12, 8], [13, 8], [13, 7], [13, 6], [13, 5], [13, 6], [12, 6], [11, 6], [11, 5], [11, 4], [12, 4], [12, 3], [13, 3], [14, 3], [14, 3], [13, 3], [12, 3], [13, 3], [12, 3], [12, 4], [12, 3], [11, 3], [12, 3], [12, 4], [11, 4], [10, 4], [11, 4], [12, 4], [13, 4], [12, 4], [12, 5], [12, 4], [12, 3], [13, 3], [13, 2], [13, 1], [13, 2], [13, 3], [14, 3], [14, 4], [14, 3], [14, 4], [14, 3], [14, 4], [13, 4], [13, 5], [13, 6], [12, 6], [12, 5], [13, 5], [13, 4], [12, 4], [12, 5], [12, 6], [12, 7], [12, 6], [11, 6], [10, 6], [10, 7], [11, 7], [11, 8], [11, 9], [11, 8], [10, 8], [11, 8], [10, 8], [10, 7], [10, 6], [11, 6], [10, 6], [11, 6], [10, 6], [10, 7], [9, 7], [8, 7], [7, 7], [8, 7], [8, 8], [8, 7], [7, 7], [7, 8], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",246
6,isMutiGoal0episodes6000step_agent,"[[7, 7], [6, 7], [6, 6], [5, 6], [4, 6], [3, 6], [2, 6], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]",15
7,isMutiGoal0episodes6000step_agent,"[[7, 7], [8, 7], [7, 7], [8, 7], [8, 6], [7, 6], [7, 5], [7, 4], [6, 4], [5, 4], [4, 4], [3, 4], [2, 4], [1, 4], [1, 5], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]",23
8,isMutiGoal0episodes6000step_agent,"[[7, 7], [7, 6], [7, 7], [6, 7], [7, 7], [8, 7], [7, 7], [6, 7], [6, 6], [5, 6], [5, 7], [5, 6], [4, 6], [3, 6], [2, 6], [1, 6], [1, 7], [1, 8], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]",23
9,isMutiGoal0episodes6000step_agent,"[[7, 7], [8, 7], [7, 7], [6, 7], [5, 7], [6, 7], [7, 7], [7, 8], [7, 9], [7, 10], [6, 10], [6, 11], [6, 12], [6, 13], [5, 13], [4, 13], [3, 13], [2, 13], [1, 13]]",19
