,name,isMutiGoal,trainingEpisodes,fixAgentPostion,trajectory,lastPos,steps
0,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
1,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
2,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",15
3,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
4,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
5,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [2, 10], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",15
6,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
7,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [2, 10], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
8,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
9,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
10,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
11,fixReset0isMutiGoal1episodes24000step_agent,1,24000,0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [4, 9], [3, 9], [2, 9], [1, 9], [1, 10], [1, 11], [1, 12], [1, 13]]","[1, 13]",13
