,name,trajectory,steps
0,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [7, 7], [7, 8], [6, 8], [5, 8], [4, 8], [3, 8], [3, 9], [3, 10], [4, 10], [3, 10], [4, 10], [4, 11], [3, 11], [2, 11], [1, 11], [0, 11], [0, 12], [0, 13], [1, 13]]",21
1,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [4, 7], [4, 8], [4, 9], [3, 9], [2, 9], [2, 10], [1, 10], [1, 11], [0, 11], [1, 11], [1, 12], [1, 13]]",15
2,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [4, 10], [3, 10], [3, 11], [3, 12], [2, 12], [1, 12], [1, 13]]",13
3,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 6], [4, 6], [4, 7], [4, 8], [4, 9], [3, 9], [3, 10], [3, 11], [3, 12], [3, 13], [2, 13], [1, 13]]",15
4,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [7, 11], [6, 11], [5, 11], [4, 11], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",15
5,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [6, 12], [6, 13], [6, 14], [5, 14], [4, 14], [4, 14], [3, 14], [3, 13], [2, 13], [1, 13]]",16
6,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [5, 9], [5, 10], [5, 11], [5, 12], [5, 13], [5, 14], [4, 14], [3, 14], [3, 14], [2, 14], [1, 14], [1, 13]]",16
7,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [7, 8], [7, 9], [6, 9], [6, 10], [6, 11], [5, 11], [5, 12], [4, 12], [3, 12], [2, 12], [1, 12], [1, 13]]",13
8,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [4, 9], [4, 10], [3, 10], [2, 10], [2, 11], [1, 11], [1, 12], [1, 13]]",13
9,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [6, 8], [5, 8], [5, 9], [5, 8], [5, 9], [4, 9], [4, 10], [3, 10], [2, 10], [1, 10], [2, 10], [2, 11], [1, 11], [2, 11], [2, 12], [2, 13], [1, 13]]",21
10,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [6, 9], [6, 10], [6, 11], [5, 11], [4, 11], [4, 12], [5, 12], [4, 12], [4, 13], [3, 13], [2, 13], [1, 13]]",15
11,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [4, 8], [4, 9], [3, 9], [3, 10], [3, 11], [2, 11], [1, 11], [1, 12], [1, 13]]",13
12,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [6, 8], [5, 8], [6, 8], [5, 8], [4, 8], [4, 9], [3, 9], [2, 9], [2, 10], [2, 11], [2, 12], [1, 12], [1, 13]]",15
13,maxRolloutSteps30_numSimulations600_softmaxBeta-1_stepPenalty10_0,"[[7, 7], [6, 7], [5, 7], [5, 8], [5, 9], [5, 10], [6, 10], [6, 11], [6, 12], [5, 12], [5, 13], [6, 13], [5, 13], [5, 12], [4, 12], [3, 12], [2, 12], [2, 13], [1, 13]]",19
